Date,ABNB,AMZN,BX,CTAS,CVX,GM,GOOG,NVDA,UBER
2010-01-04,,6.695000171661377,6.622598171234131,21.439054489135746,44.98825073242188,,15.610239028930664,4.240229606628418,
2010-01-05,,6.734499931335449,6.661240577697754,21.40656471252441,45.30691146850586,,15.541497230529783,4.302148818969727,
2010-01-06,,6.612500190734863,6.78200626373291,21.46343040466309,45.31259536743164,,15.149715423583984,4.3296661376953125,
2010-01-07,,6.5,6.80615758895874,21.650279998779297,45.14188003540039,,14.797037124633787,4.244815349578857,
2010-01-08,,6.676000118255615,6.786834716796875,21.861495971679688,45.22153091430664,,14.994297981262209,4.253990173339844,
2010-01-11,,6.515500068664551,6.786834716796875,21.77213478088379,46.02387237548828,,14.971632957458496,4.194364070892334,
2010-01-12,,6.367499828338623,6.612937927246094,21.47967338562012,45.75643539428711,,14.70687484741211,4.052184104919434,
2010-01-13,,6.45550012588501,6.598447322845459,21.8127555847168,45.40933609008789,,14.622441291809082,4.107219219207764,
2010-01-14,,6.367499828338623,6.641919136047363,21.67464828491211,45.267051696777344,,14.691184043884276,4.043009281158447,
2010-01-15,,6.35699987411499,6.661240577697754,21.31719970703125,45.0849838256836,,14.445853233337402,3.923758983612061,
2010-01-19,,6.380499839782715,6.550140857696533,21.65840148925781,45.34104919433594,,14.635642051696776,3.997143268585205,
2010-01-20,,6.289000034332275,6.612937927246094,21.32532501220703,44.47042083740234,,14.45606517791748,3.981091022491455,
2010-01-21,,6.330999851226807,6.482513904571533,20.93537712097168,43.383544921875,,14.520074844360352,3.910001277923584,
2010-01-22,,6.071499824523926,6.154040336608887,20.512924194335938,42.44462585449219,,13.69890308380127,3.774697780609131,
2010-01-25,,6.015500068664551,6.105737209320068,20.480432510375977,42.421875,,13.44958782196045,3.83890962600708,
2010-01-26,,5.973999977111816,6.013958930969238,20.326074600219727,42.19425964355469,,13.509861946105955,3.717367172241211,
2010-01-27,,6.137499809265137,6.149210453033447,20.48855400085449,41.93819046020508,,13.50189208984375,3.818271398544312,
2010-01-28,,6.301499843597412,6.0960774421691895,20.277332305908203,41.67644119262695,,13.307371139526367,3.689847946166992,
2010-01-29,,6.270500183105469,5.859380722045898,20.399194717407227,41.03911590576172,,13.199027061462402,3.529320240020752,
2010-02-01,,5.94350004196167,6.231330394744873,20.48855400085449,41.869911193847656,,13.275738716125488,3.799923896789551,
2010-02-02,,5.906000137329102,6.4390387535095215,20.667280197143555,42.36495971679688,,13.22841739654541,3.83890962600708,
2010-02-03,,5.954999923706055,6.381073474884033,20.56167221069336,41.65936279296875,,13.470010757446287,3.871015071868897,
2010-02-04,,5.796999931335449,6.144379138946533,20.15547561645508,40.61233901977539,,13.120322227478027,3.646275043487549,
2010-02-05,,5.869500160217285,6.139550685882568,20.17172241210937,40.50421142578125,,13.232650756835938,3.7196602821350098,
2010-02-08,,5.84149980545044,6.028448104858398,20.28770065307617,39.90670776367188,,13.286947250366213,3.7127797603607178,
2010-02-09,,5.901500225067139,6.134719371795654,20.44509506225586,40.57817840576172,,13.360919952392578,3.6829679012298575,
2010-02-10,,5.868000030517578,6.009125232696533,20.24628257751465,40.2595329284668,,13.311355590820312,3.754059076309204,
2010-02-11,,6.004499912261963,6.042941093444824,20.39539337158203,40.81718444824219,,13.35992431640625,3.926053047180176,
2010-02-12,,5.982999801635742,6.192683696746826,20.37882232666016,40.79420852661133,,13.27822971343994,3.9787962436676025,
2010-02-16,,5.876500129699707,6.443870544433594,19.674680709838867,41.93168258666992,,13.481966018676758,4.052184104919434,
2010-02-17,,5.815499782562256,6.453531742095947,19.75752258300781,41.845516204833984,,13.40500545501709,4.091166973114014,
2010-02-18,,5.90399980545044,6.516330718994141,19.98119163513184,42.2935905456543,,13.529787063598633,3.8228566646575928,
2010-02-19,,5.875999927520752,6.632258892059326,20.28770065307617,42.54063415527344,,13.468517303466797,3.802217721939087,
2010-02-22,,5.9004998207092285,6.685396194458008,20.320837020874023,41.91444396972656,,13.519326210021973,3.8090970516204834,
2010-02-23,,5.861999988555908,6.68056583404541,20.047460556030277,41.385929107666016,,13.32679843902588,3.717367172241211,
2010-02-24,,5.986000061035156,6.762685298919678,20.420244216918945,41.55825805664063,,13.237133979797363,3.795337200164795,
2010-02-25,,5.909999847412109,6.724040508270264,20.569358825683597,41.42614364624024,,13.11160373687744,3.760939121246338,
2010-02-26,,5.920000076293945,6.75302267074585,20.53622055053711,41.5352897644043,,13.120820045471191,3.715073347091675,
2010-03-01,,6.227000236511231,6.815817356109619,20.784746170043945,41.82830047607422,,13.2675199508667,3.864136219024658,
2010-03-02,,6.276500225067139,6.815817356109619,20.594213485717773,42.121280670166016,,13.47598934173584,3.8618412017822266,
2010-03-03,,6.29449987411499,6.87378454208374,20.76816940307617,42.01210403442383,,13.582091331481934,3.813684940338135,
2010-03-04,,6.426499843597412,6.917257308959961,20.942140579223636,41.98337936401367,,13.812975883483888,3.820563077926636,
2010-03-05,,6.445499897003174,7.197427272796631,21.149242401123047,42.68426513671875,,14.052577018737791,3.937520027160645,
2010-03-08,,6.505499839782715,7.076663970947266,21.54688262939453,42.87958526611328,,14.009489059448242,3.8801887035369873,
2010-03-09,,6.440999984741211,7.173273086547852,21.66285896301269,42.68426513671875,,13.952452659606934,4.024662494659424,
2010-03-10,,6.5254998207092285,7.16844367980957,21.88652610778809,42.48892974853516,,14.35743522644043,4.033834934234619,
2010-03-11,,6.678999900817871,7.345929145812988,22.08534812927246,42.506160736083984,,14.474246978759766,3.942105531692505,
