Date,ABNB,AMZN,BX,CTAS,CVX,GM,GOOG,NVDA,UBER,FEDFUNDS
2010-01-04,,,,,,,,,,4.362689847159373e-06
2010-01-05,,0.0058998892697967875,0.005834931467149751,-0.0015154482035483197,0.007083199077450031,,-0.00440363522131082,0.014602797038281823,,4.362689847159373e-06
2010-01-06,,-0.018115634693665172,0.018129608835850686,0.0026564604317576013,0.00012545324193480312,,-0.025208755703162278,0.006396180114516703,,4.362689847159373e-06
2010-01-07,,-0.0170132608680289,0.003561088605149143,0.008705486056674872,-0.003767502846547366,,-0.023279532921204105,-0.01959753602655867,,4.362689847159373e-06
2010-01-08,,0.027076941270094634,-0.002839028028562174,0.009755807911597358,0.0017644563948995273,,0.013331105069678273,0.0021614188145773205,,4.362689847159373e-06
2010-01-11,,-0.024041349123433142,0.0,-0.004087606397643606,0.017742465700731236,,-0.0015115761892978696,-0.014016511561590339,,4.362689847159373e-06
2010-01-12,,-0.022715100723843973,-0.025622664586246735,-0.01343283045999022,-0.005810831800924343,,-0.017683983490557775,-0.03389785997824746,,4.362689847159373e-06
2010-01-13,,0.013820227706130561,-0.0021912506302126378,0.015506855859347857,-0.007585802985049739,,-0.0057410943167089945,0.013581592756734873,,4.362689847159373e-06
2010-01-14,,-0.013631832674516842,0.00658818826231955,-0.006331492564903507,-0.003133373124598604,,0.004701181608689486,-0.01563343338213674,,4.362689847159373e-06
2010-01-15,,-0.001648991677534517,0.002909014887809702,-0.01649155147443304,-0.004022083707004631,,-0.016699185703074826,-0.029495430075346607,,4.362689847159373e-06
2010-01-19,,0.0036967069581697043,-0.016678532880675334,0.016005938252481533,0.005679615404596605,,0.013137944522472855,0.01870254653245529,,4.362689847159373e-06
2010-01-20,,-0.014340538789756496,0.009587132691318168,-0.015378626959888009,-0.019201769090124166,,-0.012269832313812068,-0.004015929631521975,,4.362689847159373e-06
2010-01-21,,0.006678298086381096,-0.01972255359258679,-0.018285671660907332,-0.02444042343339392,,0.004427876165130407,-0.0178568498349434,,4.362689847159373e-06
2010-01-22,,-0.040988790522968555,-0.050670707814603144,-0.02017890216138296,-0.021642285550284468,,-0.05655423745133292,-0.03460446370654546,,4.362689847159373e-06
2010-01-25,,-0.009223380956577043,-0.007849010511269294,-0.0015839615869556178,-0.0005360126054634318,,-0.018199651484185786,0.01701112224872925,,4.362689847159373e-06
2010-01-26,,-0.006898859792041745,-0.015031481900455113,-0.007536848163633647,-0.0053655185313075116,,0.004481484856144746,-0.03166067076507029,,4.362689847159373e-06
2010-01-27,,0.02736856926343112,0.022489598551749923,0.007993643821075258,-0.00606881565200601,,-0.0005899287715891433,0.027144003168851683,,4.362689847159373e-06
2010-01-28,,0.02672098402100187,-0.008640623258884705,-0.010309253397651985,-0.006241310478727002,,-0.014406940080916808,-0.03363392461475634,,4.362689847159373e-06
2010-01-29,,-0.004919409864532542,-0.03882770886176057,0.006009785195635331,-0.015292219504048798,,-0.008141659004471169,-0.04350523612036539,,4.362689847159373e-06
2010-02-01,,-0.05214897242564975,0.06347934881574013,0.004380529951557799,0.02024398600578281,,0.005811917371323805,0.07667302436891021,,5.155393176359269e-06
2010-02-02,,-0.006309397554944973,0.03333290735792427,0.008723221574427065,0.011823491114114626,,-0.0035644961528655816,0.010259607896481171,,5.155393176359269e-06
2010-02-03,,0.008296611113712604,-0.009002163342143987,-0.0051099121627427024,-0.016655201103575656,,0.018263209699141303,0.008363167927766701,,5.155393176359269e-06
2010-02-04,,-0.026532324835409127,-0.03709318453534993,-0.019755036948163718,-0.02513297619065058,,-0.025960523437217775,-0.058057130806480006,,5.155393176359269e-06
2010-02-05,,0.01250650849415047,-0.0007858325397531729,0.000806073543659025,-0.0026624320736978735,,0.008561415444710674,0.020126084229035612,,5.155393176359269e-06
2010-02-08,,-0.004770483687286942,-0.018096207150735344,0.005749545755060259,-0.01475164288049935,,0.004103221231182674,-0.0018497715523480007,,5.155393176359269e-06
2010-02-09,,0.010271406593340027,0.01762829588789372,0.007758119654423412,0.016826009453505764,,0.0055673211184252835,-0.008029525330089604,,5.155393176359269e-06
2010-02-10,,-0.005676555667534444,-0.020472678779169473,-0.009724214249717145,-0.007852631384992814,,-0.0037096518614641028,0.01930268657937728,,5.155393176359269e-06
2010-02-11,,0.023261738417602817,0.0056274182079438795,0.007364848015752878,0.013851415533464584,,0.003648668631422547,0.045815467304810564,,5.155393176359269e-06
2010-02-12,,-0.003580666323654169,0.024779755583657304,-0.0008124895960556211,-0.0005628982484079392,,-0.006114900132030532,0.013434152787443532,,5.155393176359269e-06
2010-02-16,,-0.017800380322078313,0.04056187268513689,-0.034552615726970326,0.027883224142382534,,0.015343634628537828,0.018444739754801542,,5.155393176359269e-06
2010-02-17,,-0.010380387269823488,0.0014992848778905277,0.00421058284963749,-0.00205492306820354,,-0.005708408072906734,0.009620211516859323,,5.155393176359269e-06
2010-02-18,,0.015217956529471666,0.009730947240649712,0.011320703351562544,0.01070782204303522,,0.009308583200526854,-0.06558283008727828,,5.155393176359269e-06
2010-02-19,,-0.004742526905884947,0.017790406605249887,0.015339876797208163,0.005841159533439555,,-0.00452850882603173,-0.005398827245947646,,5.155393176359269e-06
2010-02-22,,0.004169484937147416,0.008011946346410337,0.0016333229854132991,-0.014719813138216908,,0.0037724201863034157,0.0018092939922147444,,5.155393176359269e-06
2010-02-23,,-0.006524842525746033,-0.0007225241813794137,-0.01345301202715854,-0.012609373094446319,,-0.014240929466837637,-0.02408179107440922,,5.155393176359269e-06
2010-02-24,,0.021153202443078722,0.012292291837881608,0.018595056458486692,0.004163950228743163,,-0.006728132014508947,0.020974529636408112,,5.155393176359269e-06
2010-02-25,,-0.012696326904130362,-0.005714415049830501,0.0073022931156281334,-0.0031790170372475446,,-0.009483188967605027,-0.00906324711199924,,5.155393176359269e-06
