Date,ABNB,AMZN,BX,CTAS,CVX,GM,GOOG,NVDA,UBER
2010-08-26,,586155272.8652954,7003183.332538605,50699141.90940857,350936250.5958557,,801391443.8417196,147787453.85780334,
2010-08-27,,643331177.520752,9619591.030597687,38001240.96221924,385458489.0842437,,1060998425.7829914,246098647.07336426,
2010-08-30,,424104530.06744385,6865750.407600403,26703729.830551147,326403684.8762512,,557442498.0871123,133261824.90768433,
2010-08-31,,527481639.6179199,10929593.432998657,32729961.39526367,400076386.3372803,,876098980.9347305,199301908.94622803,
2010-09-01,,945753338.1357193,10614095.099687576,37668994.18716431,474021176.34506226,,1486083266.2504349,183541507.71903995,
2010-09-02,,731134549.0493774,15475480.46593666,29662902.297592163,271749336.01379395,,780087719.6900635,130864935.55612564,
2010-09-03,,913404728.9199829,28373687.048339844,32804335.361480717,328191201.72653204,,1194750206.822195,128610154.08554077,
2010-09-07,,532825264.73999023,13899577.304840088,25449337.50114441,265168949.61776733,,794077511.6125965,206145405.3182602,
2010-09-08,,810977464.2086029,17418331.198072433,27024985.80608368,313804873.69384766,,1130238968.5368595,289713549.9721527,
2010-09-09,,696004045.2957153,21396464.564418793,29227007.747268677,300917667.74139404,,1157403176.1465454,162891654.68235016,
2010-09-10,,718410405.9333801,20065192.532634735,27114133.946228027,379359506.20269775,,940043154.8716391,140704306.69240952,
2010-09-13,,736578416.4505005,13712643.570184708,28161056.951904297,398261479.5135498,,1081008229.8643227,247855675.64926147,
2010-09-14,,629552541.7613983,14065408.938646317,17000449.2061615,393095104.2110443,,1064873142.5308657,168842533.69750977,
2010-09-15,,713228623.7411499,15647609.292697906,38032393.16482544,335674492.288971,,1154881801.9107714,134541639.41659927,
2010-09-16,,863153493.9956665,12348743.117141724,30063936.72065735,319492848.33984375,,947447689.3954239,88542810.4133606,
2010-09-17,,1076743855.9379578,11439484.799003601,42519867.86003113,566038547.0752716,,2765230056.860985,100860297.75400162,
2010-09-20,,975794227.3807526,13807125.901222229,34816439.14604187,361512644.74296576,,2238210955.1351395,108845445.87631226,
2010-09-21,,1136805656.5475464,27834935.581684113,38685804.319381714,401348252.1121979,,2293266289.715027,460759798.57063293,
2010-09-22,,1003960666.2712096,20018077.69908905,56600151.54304504,314317844.7395325,,1309143542.4896867,261200789.8713112,
2010-09-23,,1079976949.21875,18826055.242824554,33058977.667236328,312669421.7376709,,1189938547.6315832,330663064.83478546,
2010-09-24,,1702227133.152008,28327909.233903885,32314176.84173584,387140432.3730469,,1770059797.5418339,305606653.38134766,
2010-09-27,,1027346848.7052917,25897690.242767334,22164927.25944519,392791603.17993164,,1648196095.4003675,275054097.278595,
2010-09-28,,1356523762.681961,53045514.37754631,29179711.698150635,370467320.9075928,,1926648204.879913,198518144.09694672,
2010-09-29,,1158639637.2318268,43715844.82059479,24563521.117782593,421054995.25146484,,1146248258.0913906,265601594.84939575,
2010-09-30,,1194598384.9525452,43357242.53325462,25924221.00276947,480069647.6093292,,1705715307.1939592,210968953.874588,
2010-10-01,,1334725439.174652,21520052.279376984,26004044.83757019,459035320.4269409,,1169504466.6273556,260055421.1769104,
2010-10-04,,830792611.3414764,20890071.716308594,42422890.482902534,361791317.66319275,,1013620145.3958148,193192531.85987473,
2010-10-05,,904089393.9971924,13630259.495544434,34100776.68514251,566030648.8739015,,1887626489.4764814,195628836.2880707,
2010-10-06,,941848317.6879883,23318060.93287468,20746449.403953552,424716583.4869385,,1476034946.2459145,261453337.94212347,
2010-10-07,,722279933.3000183,16588227.230405807,18321865.276718143,377075129.8065185,,1269797969.9966638,186852669.90737915,
2010-10-08,,1076157141.1132812,19086889.023780823,24191983.680725098,337949742.4964905,,1533531854.62659,176059676.69134143,
